"0S0R2SDS","1","0","http://dbpedia.org/resource/BikeAlameda http://dbpedia.org/resource/Encinal_Station http://dbpedia.org/resource/Fassking's_Station http://dbpedia.org/resource/Fassking's_Station,_California http://dbpedia.org/resource/Alameda,_Ca http://dbpedia.org/resource/Alameda,_CA http://dbpedia.org/resource/Alameda_Township,_California http://dbpedia.org/resource/Encinal,_Alameda,_California http://dbpedia.org/resource/Encinal_de_San_Antonio http://dbpedia.org/resource/UN/LOCODE:USNGZ http://dbpedia.org/resource/Pedestrian_Friendly_Alameda http://dbpedia.org/resource/Alameda_(CA) http://dbpedia.org/resource/Alameda,_Calif. http://dbpedia.org/resource/Alameda,_Calif http://dbpedia.org/resource/Alameda,_california http://dbpedia.org/resource/Encinal_de_San_Antonio,_California http://dbpedia.org/resource/Bolsa_de_Encinal,_California http://dbpedia.org/resource/Encinal_Station,_California http://dbpedia.org/resource/History_of_Alameda,_California http://dbpedia.org/resource/Bolsa_de_Encinal http://dbpedia.org/resource/Alameda,_California"
"0S0R2SDS","2","0","http://dbpedia.org/resource/Albany_police_department_(Oregon) http://dbpedia.org/resource/Albany_City_Center,_Oregon http://dbpedia.org/resource/Albany,_OR http://dbpedia.org/resource/Albany,_Or http://dbpedia.org/resource/History_of_Albany,_Oregon http://dbpedia.org/resource/Albany,_Oregon"
"0S0R2SDS","3","0","http://dbpedia.org/resource/Albany_ny http://dbpedia.org/resource/Capital_of_New_York http://dbpedia.org/resource/Albany,_ny http://dbpedia.org/resource/Albany,_N.Y. http://dbpedia.org/resource/Albany,_New_York_(State) http://dbpedia.org/resource/Penpotawotnot http://dbpedia.org/resource/Albany_New_York http://dbpedia.org/resource/Albany,_NY http://dbpedia.org/resource/Albany_(NY) http://dbpedia.org/resource/Albany_(capital) http://dbpedia.org/resource/Albany,_New_York http://dbpedia.org/resource/UN/LOCODE:USALB"
"0S0R2SDS","4","0","http://dbpedia.org/resource/Albertville,_Alabama http://dbpedia.org/resource/Albertville,_AL http://dbpedia.org/resource/UN/LOCODE:USABV http://dbpedia.org/resource/Albertville,_Al http://dbpedia.org/resource/History_of_Albertville,_Alabama"
"0S0R2SDS","5","0","http://dbpedia.org/resource/List_of_newspapers_in_Albuqeurque http://dbpedia.org/resource/Albequerque http://dbpedia.org/resource/Journal_pavilion http://dbpedia.org/resource/Albukerky http://dbpedia.org/resource/Ranchos_de_Alburquerque http://dbpedia.org/resource/The_Q_(Albuquerque) http://dbpedia.org/resource/Duke_city http://dbpedia.org/resource/Albuquerque,_N._M. http://dbpedia.org/resource/Albuqurque http://dbpedia.org/resource/List_of_trivia_associated_with_Albuquerque http://dbpedia.org/resource/History_of_Albuquerque,_New_Mexico http://dbpedia.org/resource/City_Electric_Company http://dbpedia.org/resource/Albuquerque,_NM http://dbpedia.org/resource/Albuquerque,_N.M. http://dbpedia.org/resource/Burque http://dbpedia.org/resource/Albuquerque_Traction_Company http://dbpedia.org/resource/Climate_of_Albuquerque,_New_Mexico http://dbpedia.org/resource/Old_Albuquerque,_New_Mexico http://dbpedia.org/resource/Alberquerque,_New_Mexico http://dbpedia.org/resource/Albaquerque http://dbpedia.org/resource/Albuquerque,_nm http://dbpedia.org/resource/Albaquerque,_New_Mexico http://dbpedia.org/resource/Abq,_nm http://dbpedia.org/resource/Alberquerque http://dbpedia.org/resource/City_of_Albuquerque http://dbpedia.org/resource/Albuquerque_Trivia http://dbpedia.org/resource/Albuquerque http://dbpedia.org/resource/Albuquerque_(NM) http://dbpedia.org/resource/Albuquerque,_New_Mexico http://dbpedia.org/resource/UN/LOCODE:USABQ"
"0S0R2SDS","6","0","http://dbpedia.org/resource/List_of_newspapers_in_Albuqeurque http://dbpedia.org/resource/Albequerque http://dbpedia.org/resource/Journal_pavilion http://dbpedia.org/resource/Albukerky http://dbpedia.org/resource/Ranchos_de_Alburquerque http://dbpedia.org/resource/The_Q_(Albuquerque) http://dbpedia.org/resource/Duke_city http://dbpedia.org/resource/Albuquerque,_N._M. http://dbpedia.org/resource/Albuqurque http://dbpedia.org/resource/List_of_trivia_associated_with_Albuquerque http://dbpedia.org/resource/History_of_Albuquerque,_New_Mexico http://dbpedia.org/resource/City_Electric_Company http://dbpedia.org/resource/Albuquerque,_NM http://dbpedia.org/resource/Albuquerque,_N.M. http://dbpedia.org/resource/Burque http://dbpedia.org/resource/Albuquerque_Traction_Company http://dbpedia.org/resource/Climate_of_Albuquerque,_New_Mexico http://dbpedia.org/resource/Old_Albuquerque,_New_Mexico http://dbpedia.org/resource/Alberquerque,_New_Mexico http://dbpedia.org/resource/Albaquerque http://dbpedia.org/resource/Albuquerque,_nm http://dbpedia.org/resource/Albaquerque,_New_Mexico http://dbpedia.org/resource/Abq,_nm http://dbpedia.org/resource/Alberquerque http://dbpedia.org/resource/City_of_Albuquerque http://dbpedia.org/resource/Albuquerque_Trivia http://dbpedia.org/resource/Albuquerque http://dbpedia.org/resource/Albuquerque_(NM) http://dbpedia.org/resource/Albuquerque,_New_Mexico http://dbpedia.org/resource/UN/LOCODE:USABQ"
"0S0R2SDS","7","0","http://dbpedia.org/resource/List_of_newspapers_in_Albuqeurque http://dbpedia.org/resource/Albequerque http://dbpedia.org/resource/Journal_pavilion http://dbpedia.org/resource/Albukerky http://dbpedia.org/resource/Ranchos_de_Alburquerque http://dbpedia.org/resource/The_Q_(Albuquerque) http://dbpedia.org/resource/Duke_city http://dbpedia.org/resource/Albuquerque,_N._M. http://dbpedia.org/resource/Albuqurque http://dbpedia.org/resource/List_of_trivia_associated_with_Albuquerque http://dbpedia.org/resource/History_of_Albuquerque,_New_Mexico http://dbpedia.org/resource/City_Electric_Company http://dbpedia.org/resource/Albuquerque,_NM http://dbpedia.org/resource/Albuquerque,_N.M. http://dbpedia.org/resource/Burque http://dbpedia.org/resource/Albuquerque_Traction_Company http://dbpedia.org/resource/Climate_of_Albuquerque,_New_Mexico http://dbpedia.org/resource/Old_Albuquerque,_New_Mexico http://dbpedia.org/resource/Alberquerque,_New_Mexico http://dbpedia.org/resource/Albaquerque http://dbpedia.org/resource/Albuquerque,_nm http://dbpedia.org/resource/Albaquerque,_New_Mexico http://dbpedia.org/resource/Abq,_nm http://dbpedia.org/resource/Alberquerque http://dbpedia.org/resource/City_of_Albuquerque http://dbpedia.org/resource/Albuquerque_Trivia http://dbpedia.org/resource/Albuquerque http://dbpedia.org/resource/Albuquerque_(NM) http://dbpedia.org/resource/Albuquerque,_New_Mexico http://dbpedia.org/resource/UN/LOCODE:USABQ"
"0S0R2SDS","8","0","http://dbpedia.org/resource/Algona,_Iowa http://dbpedia.org/resource/Algona,_IA http://dbpedia.org/resource/History_of_Algona,_Iowa http://dbpedia.org/resource/UN/LOCODE:USAXG"
"0S0R2SDS","9","0","http://dbpedia.org/resource/Algonquin,_Illinois http://dbpedia.org/resource/Algonquin,_IL http://dbpedia.org/resource/Westfield_Community_School"
"0S0R2SDS","10","0","http://dbpedia.org/resource/City_of_Allentown http://dbpedia.org/resource/Allentown,_Pennsylvania http://dbpedia.org/resource/The_Swain_School http://dbpedia.org/resource/South_Mountain_Middle_School http://dbpedia.org/resource/The_swain_school http://dbpedia.org/resource/History_of_Allentown,_Pennsylvania http://dbpedia.org/resource/Allentown_pa http://dbpedia.org/resource/Allentown,_pa http://dbpedia.org/resource/Swain_School http://dbpedia.org/resource/UN/LOCODE:USAWN http://dbpedia.org/resource/Allentown_(PA) http://dbpedia.org/resource/Allentown_City http://dbpedia.org/resource/Allentown,_PA http://dbpedia.org/resource/Allentown,_Lehigh_County,_Pennsylvania http://dbpedia.org/resource/Trexler_Park http://dbpedia.org/resource/South_mountain_middle_school"
