"U6HC36KO","1","0","http://dbpedia.org/resource/Angel_Castro_(right-handed_pitcher) http://dbpedia.org/resource/Ángel_Castro_(baseball) http://dbpedia.org/resource/Angel_Castro_(baseball) http://dbpedia.org/resource/Ángel_Castro_(right-handed_pitcher)"
"U6HC36KO","2","0","http://dbpedia.org/resource/Paul_Goodman_(ice_hockey) http://dbpedia.org/resource/Paul_Goodman_(hockey_player)"
"U6HC36KO","3","0","http://dbpedia.org/resource/Harry_Oliver_(ice_hockey)"
"U6HC36KO","4","0","http://dbpedia.org/resource/Andrew_Murray_(ice_hockey) http://dbpedia.org/resource/Andrew_Murray_(ice_hockey_b._1981) http://dbpedia.org/resource/Andrew_Murray_(ice_hockey_player)"
"U6HC36KO","5","0","http://dbpedia.org/resource/Paul_Boyd_(journalist)"
"U6HC36KO","6","0","http://dbpedia.org/resource/Terry_Ball_(ice_hockey) http://dbpedia.org/resource/Terry_Ball_(hockey)"
"U6HC36KO","7","0","http://dbpedia.org/resource/Neil_Wilkinson_(ice_hockey)"
"U6HC36KO","8","0","http://dbpedia.org/resource/Crutchy_Morrison http://dbpedia.org/resource/John_%22Crutchy%22_Morrison http://dbpedia.org/resource/John_Morrison_(ice_hockey_b._1895)"
"U6HC36KO","9","0","http://dbpedia.org/resource/Michi_(Japanese_singer) http://dbpedia.org/resource/MICHI"
"U6HC36KO","10","0","http://dbpedia.org/resource/Kira_Kira_(song) http://dbpedia.org/resource/Arashiro_Beni http://dbpedia.org/resource/Beni_(singer) http://dbpedia.org/resource/Beni_Arashiro http://dbpedia.org/resource/Kira_Kira_(Beni_song) http://dbpedia.org/resource/BENI"
"U6HC36KO","11","0","http://dbpedia.org/resource/Kohei_Yamamoto_(footballer)"
"U6HC36KO","12","0","http://dbpedia.org/resource/Josh_Kelly_(Actor) http://dbpedia.org/resource/Josh_Kelly_(actor)"
"U6HC36KO","13","0","http://dbpedia.org/resource/Hideto_Matsumoto http://dbpedia.org/resource/Hide_Matsumoto http://dbpedia.org/resource/Hide_(guitarist) http://dbpedia.org/resource/Spread_Beaver http://dbpedia.org/resource/Saver_Tiger http://dbpedia.org/resource/Matsumoto_Hideto http://dbpedia.org/resource/Hide-san http://dbpedia.org/resource/Hide_(X_Japan) http://dbpedia.org/resource/Hide_(musician) http://dbpedia.org/resource/Hide_with_Spread_Beaver http://dbpedia.org/resource/松本秀人 http://dbpedia.org/resource/Saver_tiger http://dbpedia.org/resource/Hideto_%22hide%22_Matsumoto http://dbpedia.org/resource/松本_秀人"
"U6HC36KO","14","0","http://dbpedia.org/resource/MAA_(singer) http://dbpedia.org/resource/Mar_(singer)"
"U6HC36KO","15","0","http://dbpedia.org/resource/Tomohiko_Ito_(director) http://dbpedia.org/resource/Tomohiko_Itō_(director)"
"U6HC36KO","16","0","http://dbpedia.org/resource/Kanae_Yamamoto_(artist)"
"U6HC36KO","17","0","http://dbpedia.org/resource/Akira_Nakamura_(Baseball) http://dbpedia.org/resource/Akira_Nakamura_(baseball)"
"U6HC36KO","18","0","http://dbpedia.org/resource/Patricia_Fink http://dbpedia.org/resource/Patty_Fink http://dbpedia.org/resource/Patty_(singer)"
"U6HC36KO","19","0","http://dbpedia.org/resource/Chara_(singer) http://dbpedia.org/resource/Miwa_Sato"
"U6HC36KO","20","0","http://dbpedia.org/resource/Tatsuya_Yamaguchi_(motorcycle_racer)"
"U6HC36KO","21","0","http://dbpedia.org/resource/Akira_Matsunaga_(footballer,_born_1948) http://dbpedia.org/resource/Akira_Matsunaga_(footballer_born_1948)"
"U6HC36KO","22","0","http://dbpedia.org/resource/Makoto_Watanabe_(footballer)"
"U6HC36KO","23","0","http://dbpedia.org/resource/Atsushi_Kobayashi_(pitcher,_born_1986)"
"U6HC36KO","24","0","http://dbpedia.org/resource/Joseph-Alphee_Poirier http://dbpedia.org/resource/Joseph_Alphée_Poirier http://dbpedia.org/resource/Joseph-Alphée_Poirier http://dbpedia.org/resource/J.-Alphée_Poirier http://dbpedia.org/resource/Alphée_Poirier_(MP) http://dbpedia.org/resource/Alphee_Poirier_(MP) http://dbpedia.org/resource/Joseph_Alphee_Poirier"
"U6HC36KO","25","0","http://dbpedia.org/resource/Alphonse_Desjardins_(1841-1912) http://dbpedia.org/resource/Alphonse_Desjardins_(politician)"
"U6HC36KO","26","0","http://dbpedia.org/resource/Charles_Reid_(snowboarder)"
"U6HC36KO","27","0","http://dbpedia.org/resource/John_Hay_(Canadian_politician)"
"U6HC36KO","28","0","http://dbpedia.org/resource/John_McIntosh_(Quebec_politician)"
"U6HC36KO","29","0","http://dbpedia.org/resource/Thomas_Morris_(Wisconsin_politician)"
"U6HC36KO","30","0","http://dbpedia.org/resource/Alexandre_Tache_(politician) http://dbpedia.org/resource/Alexandre_Taché_(politician)"
"U6HC36KO","31","0","http://dbpedia.org/resource/Phil_Stevens_(ice_hockey)"
"U6HC36KO","32","0","http://dbpedia.org/resource/Thomas_Wood_(1815-98) http://dbpedia.org/resource/Thomas_Wood_(1815–98)"
"U6HC36KO","33","0","http://dbpedia.org/resource/Robert_Vincent_(politician)"
"U6HC36KO","34","0","http://dbpedia.org/resource/Richard_Dumas_(ice_hockey)"
"U6HC36KO","35","0","http://dbpedia.org/resource/Brad_Smith_(Canadian_football)"
"U6HC36KO","36","0","http://dbpedia.org/resource/Larry_Smith_(Canadian_politician) http://dbpedia.org/resource/Larry_Smith_(Canadian_football)"
"U6HC36KO","37","0","http://dbpedia.org/resource/Jonathan_Robinson_(Canadian_politician)"
"U6HC36KO","38","0","http://dbpedia.org/resource/Kenji_Suzuki_(footballer)"
"U6HC36KO","39","0","http://dbpedia.org/resource/Jesse_Stone_(Wisconsin_politician)"
"U6HC36KO","40","0","http://dbpedia.org/resource/Harold_Andrews_(footballer_born_1903) http://dbpedia.org/resource/Harold_Andrews_(footballer,_born_1903)"
"U6HC36KO","41","0","http://dbpedia.org/resource/Neil_McCarthy_(actor)"
"U6HC36KO","42","0","http://dbpedia.org/resource/David_Ward_(British_politician)"
"U6HC36KO","43","0","http://dbpedia.org/resource/Frederick_Groves_(footballer_born_1892) http://dbpedia.org/resource/Frederick_Groves_(footballer,_born_1892)"
"U6HC36KO","44","0","http://dbpedia.org/resource/John_Middleton_(footballer_born_1956) http://dbpedia.org/resource/John_Middleton_(goalkeeper) http://dbpedia.org/resource/John_Middleton_(footballer,_born_1956)"
"U6HC36KO","45","0","http://dbpedia.org/resource/John_Quayle_(actor)"
"U6HC36KO","46","0","http://dbpedia.org/resource/Noboru_Yamaguchi_(author)"
"U6HC36KO","47","0","http://dbpedia.org/resource/Harry_Baird_(actor)"
"U6HC36KO","48","0","http://dbpedia.org/resource/Andrew_Murray_(Guyanese_boxer)"
"U6HC36KO","49","0","http://dbpedia.org/resource/William_Austin_(actor)"
"U6HC36KO","50","0","http://dbpedia.org/resource/Charles_Pollard_(footballer)"
"U6HC36KO","51","0","http://dbpedia.org/resource/Frank_Holder_(singer_and_percussionist) http://dbpedia.org/resource/Frank_Holder_singer_percussionist http://dbpedia.org/resource/Frank_Holder_(musician)"
"U6HC36KO","52","0","http://dbpedia.org/resource/Stephan_James_(athlete)"
"U6HC36KO","53","0","http://dbpedia.org/resource/Jack_London_(athlete)"
"U6HC36KO","54","0","http://dbpedia.org/resource/Andrew_Watson_(footballer,_born_1856)"
"U6HC36KO","55","0","http://dbpedia.org/resource/Richard_Reynolds_(footballer)"
"U6HC36KO","56","0","http://dbpedia.org/resource/Jim_Watson_(ice_hockey) http://dbpedia.org/resource/Jim_Watson_(hockey_player) http://dbpedia.org/resource/Jim_Watson_(ice_hockey_b._1943)"
"U6HC36KO","57","0","http://dbpedia.org/resource/Eric_Joyce_(footballer)"
"U6HC36KO","58","0","http://dbpedia.org/resource/John_Richardson_(footballer,_born_1966) http://dbpedia.org/resource/John_Richardson_(footballer,_born_1968)"
"U6HC36KO","59","0","http://dbpedia.org/resource/David_Hunt_(footballer,_born_1980)"
"U6HC36KO","60","0","http://dbpedia.org/resource/Ian_Cooper_(ice_hockey)"
"U6HC36KO","61","0","http://dbpedia.org/resource/Stephen_Cooper_(ice_hockey)"
"U6HC36KO","62","0","http://dbpedia.org/resource/David_Wilson_(cricketer)"
"U6HC36KO","63","0","http://dbpedia.org/resource/Andrew_Cunningham_(politician) http://dbpedia.org/resource/Andrew_Willshire_Cunningham"
"U6HC36KO","64","0","http://dbpedia.org/resource/Joseph_Gray_(painter)"
"U6HC36KO","65","0","http://dbpedia.org/resource/Dr._William_Chapman http://dbpedia.org/resource/Dr_William_Chapman http://dbpedia.org/resource/William_Chapman_(doctor)"
"U6HC36KO","66","0","http://dbpedia.org/resource/Jordan_Roberts_(footballer,_born_1993)"
"U6HC36KO","67","0","http://dbpedia.org/resource/Sarah_Clark_(judoka)"
"U6HC36KO","68","0","http://dbpedia.org/resource/Leslie_Wright_(cricketer)"
"U6HC36KO","69","0","http://dbpedia.org/resource/James_Wood_(critic)"
"U6HC36KO","70","0","http://dbpedia.org/resource/David_Armstrong_(English_footballer) http://dbpedia.org/resource/David_Armstrong_(footballer,_born_1954) http://dbpedia.org/resource/David_Armstrong_(footballer_born_1954) http://dbpedia.org/resource/David_Armstrong_(footballer_-_born_1954)"
"U6HC36KO","71","0","http://dbpedia.org/resource/Peter_Diamond_(actor)"
"U6HC36KO","72","0","http://dbpedia.org/resource/Karl_Turner_(cricketer,_born_1987) http://dbpedia.org/resource/Karl_Turner_(cricketer)"
"U6HC36KO","73","0","http://dbpedia.org/resource/Ishizuka_Tomoaki http://dbpedia.org/resource/Tomoaki_Ishizuka http://dbpedia.org/resource/Pata_(musician)"
"U6HC36KO","74","0","http://dbpedia.org/resource/Makoto_Kaneko_(baseball)"
"U6HC36KO","75","0","http://dbpedia.org/resource/Hiroshi_Ogawa_(baseball,_born_1960) http://dbpedia.org/resource/Hiroshi_Ogawa_(shortstop)"
"U6HC36KO","76","0","http://dbpedia.org/resource/Jun_Konno_(seiyu) http://dbpedia.org/resource/Jun_Konno_(voice_actor)"
"U6HC36KO","77","0","http://dbpedia.org/resource/Hitomi_Shiratori http://dbpedia.org/resource/Gary_Yoshiki http://dbpedia.org/resource/Yoshiki_Hayashi http://dbpedia.org/resource/Violet_UK http://dbpedia.org/resource/Hayashi_Yoshiki http://dbpedia.org/resource/Yoshiki_(musician)"
"U6HC36KO","78","0","http://dbpedia.org/resource/Toshi_(musician) http://dbpedia.org/resource/Toshimitsu_Deyama http://dbpedia.org/resource/Toshi_Deyama http://dbpedia.org/resource/Deyama_Toshimitsu"
"U6HC36KO","79","0","http://dbpedia.org/resource/Norio_Takahashi_(football_player) http://dbpedia.org/resource/Norio_Takahashi_(footballer)"
"U6HC36KO","80","0","http://dbpedia.org/resource/André_Bernier_(politician) http://dbpedia.org/resource/Andre_Bernier_(politician)"
"U6HC36KO","81","0","http://dbpedia.org/resource/Hiroshi_Nakamura_(biochemist)"
"U6HC36KO","82","0","http://dbpedia.org/resource/Erasmo_Ramirez_(right-handed_pitcher) http://dbpedia.org/resource/Erasmo_José_Ramírez_Olivera http://dbpedia.org/resource/Erasmo_Ramírez_(right-handed_pitcher)"
"U6HC36KO","83","0","http://dbpedia.org/resource/Kazuki_Watanabe_(motorcyclist) http://dbpedia.org/resource/Kazuki_Watanabe_(motorcycle_racer)"
"U6HC36KO","1","2","http://dbpedia.org/resource/Pimentel,_Duarte http://dbpedia.org/resource/Pimentel,_Dominican_Republic"
"U6HC36KO","2","2","http://dbpedia.org/resource/Selkirk,_Manitoba http://dbpedia.org/resource/Selkirk,_Man. http://dbpedia.org/resource/World's_Largest_Artificial_Catfish http://dbpedia.org/resource/History_of_Selkirk,_Manitoba http://dbpedia.org/resource/Selkirk_(Canada) http://dbpedia.org/resource/Selkirk_manitoba http://dbpedia.org/resource/Selkirk,_MB"
"U6HC36KO","3","2","http://dbpedia.org/resource/Selkirk,_Manitoba http://dbpedia.org/resource/Selkirk,_Man. http://dbpedia.org/resource/World's_Largest_Artificial_Catfish http://dbpedia.org/resource/History_of_Selkirk,_Manitoba http://dbpedia.org/resource/Selkirk_(Canada) http://dbpedia.org/resource/Selkirk_manitoba http://dbpedia.org/resource/Selkirk,_MB"
"U6HC36KO","4","2","http://dbpedia.org/resource/Selkirk,_Manitoba http://dbpedia.org/resource/Selkirk,_Man. http://dbpedia.org/resource/World's_Largest_Artificial_Catfish http://dbpedia.org/resource/History_of_Selkirk,_Manitoba http://dbpedia.org/resource/Selkirk_(Canada) http://dbpedia.org/resource/Selkirk_manitoba http://dbpedia.org/resource/Selkirk,_MB"
"U6HC36KO","5","2","http://dbpedia.org/resource/Selkirk,_Manitoba http://dbpedia.org/resource/Selkirk,_Man. http://dbpedia.org/resource/World's_Largest_Artificial_Catfish http://dbpedia.org/resource/History_of_Selkirk,_Manitoba http://dbpedia.org/resource/Selkirk_(Canada) http://dbpedia.org/resource/Selkirk_manitoba http://dbpedia.org/resource/Selkirk,_MB"
"U6HC36KO","6","2","http://dbpedia.org/resource/Selkirk,_Manitoba http://dbpedia.org/resource/Selkirk,_Man. http://dbpedia.org/resource/World's_Largest_Artificial_Catfish http://dbpedia.org/resource/History_of_Selkirk,_Manitoba http://dbpedia.org/resource/Selkirk_(Canada) http://dbpedia.org/resource/Selkirk_manitoba http://dbpedia.org/resource/Selkirk,_MB"
"U6HC36KO","7","2","http://dbpedia.org/resource/Selkirk,_Manitoba http://dbpedia.org/resource/Selkirk,_Man. http://dbpedia.org/resource/World's_Largest_Artificial_Catfish http://dbpedia.org/resource/History_of_Selkirk,_Manitoba http://dbpedia.org/resource/Selkirk_(Canada) http://dbpedia.org/resource/Selkirk_manitoba http://dbpedia.org/resource/Selkirk,_MB"
"U6HC36KO","8","2","http://dbpedia.org/resource/Selkirk,_Manitoba http://dbpedia.org/resource/Selkirk,_Man. http://dbpedia.org/resource/World's_Largest_Artificial_Catfish http://dbpedia.org/resource/History_of_Selkirk,_Manitoba http://dbpedia.org/resource/Selkirk_(Canada) http://dbpedia.org/resource/Selkirk_manitoba http://dbpedia.org/resource/Selkirk,_MB"
"U6HC36KO","9","2","http://dbpedia.org/resource/History_of_Okinawa,_Okinawa http://dbpedia.org/resource/Okinawa,_Okinawa http://dbpedia.org/resource/Okinawa_City http://dbpedia.org/resource/Koza,_Okinawa http://dbpedia.org/resource/Okinawa_(city)"
"U6HC36KO","10","2","http://dbpedia.org/resource/Miyakojima,_Okinawa http://dbpedia.org/resource/Miyako_Jima,_Okinawa"
"U6HC36KO","11","2","http://dbpedia.org/resource/History_of_Ayase,_Kanagawa http://dbpedia.org/resource/Ayase,_Kanagawa"
"U6HC36KO","12","2","http://dbpedia.org/resource/Yokosuka,_Japan http://dbpedia.org/resource/Yokosuka_city http://dbpedia.org/resource/Yoko-suka http://dbpedia.org/resource/Yokosuka_City,_Kanagawa http://dbpedia.org/resource/横須賀 http://dbpedia.org/resource/Yokosusa http://dbpedia.org/resource/Yokosuka_City http://dbpedia.org/resource/Yokosuka,_Kanagawa http://dbpedia.org/resource/Yokosuka_city,_Kanagawa http://dbpedia.org/resource/Yokosuka http://dbpedia.org/resource/Yokosuka_Naval_Yard http://dbpedia.org/resource/History_of_Yokosuka,_Kanagawa http://dbpedia.org/resource/Yokosuka_(city) http://dbpedia.org/resource/横須賀市"
"U6HC36KO","13","2","http://dbpedia.org/resource/Yokosuka,_Japan http://dbpedia.org/resource/Yokosuka_city http://dbpedia.org/resource/Yoko-suka http://dbpedia.org/resource/Yokosuka_City,_Kanagawa http://dbpedia.org/resource/横須賀 http://dbpedia.org/resource/Yokosusa http://dbpedia.org/resource/Yokosuka_City http://dbpedia.org/resource/Yokosuka,_Kanagawa http://dbpedia.org/resource/Yokosuka_city,_Kanagawa http://dbpedia.org/resource/Yokosuka http://dbpedia.org/resource/Yokosuka_Naval_Yard http://dbpedia.org/resource/History_of_Yokosuka,_Kanagawa http://dbpedia.org/resource/Yokosuka_(city) http://dbpedia.org/resource/横須賀市"
"U6HC36KO","14","2","http://dbpedia.org/resource/Yokosuka,_Japan http://dbpedia.org/resource/Yokosuka_city http://dbpedia.org/resource/Yoko-suka http://dbpedia.org/resource/Yokosuka_City,_Kanagawa http://dbpedia.org/resource/横須賀 http://dbpedia.org/resource/Yokosusa http://dbpedia.org/resource/Yokosuka_City http://dbpedia.org/resource/Yokosuka,_Kanagawa http://dbpedia.org/resource/Yokosuka_city,_Kanagawa http://dbpedia.org/resource/Yokosuka http://dbpedia.org/resource/Yokosuka_Naval_Yard http://dbpedia.org/resource/History_of_Yokosuka,_Kanagawa http://dbpedia.org/resource/Yokosuka_(city) http://dbpedia.org/resource/横須賀市"
"U6HC36KO","15","2","http://dbpedia.org/resource/春日井市 http://dbpedia.org/resource/History_of_Kasugai,_Aichi http://dbpedia.org/resource/Kasugai,_Aichi"
"U6HC36KO","16","2","http://dbpedia.org/resource/Hatcho_miso http://dbpedia.org/resource/History_of_Okazaki,_Aichi http://dbpedia.org/resource/Okazaki,_Aichi http://dbpedia.org/resource/Okazaki_City http://dbpedia.org/resource/The_Yamasa_Institute"
"U6HC36KO","17","2","http://dbpedia.org/resource/History_of_Asaka,_Saitama http://dbpedia.org/resource/Asaka,_Saitama"
"U6HC36KO","18","2","http://dbpedia.org/resource/Iruma,_Saitama http://dbpedia.org/resource/History_of_Iruma,_Saitama"
"U6HC36KO","19","2","http://dbpedia.org/resource/Kawaguti http://dbpedia.org/resource/Kawaguchi,_Saitama http://dbpedia.org/resource/Kawaguchi_City http://dbpedia.org/resource/Kawaguti,_Saitama http://dbpedia.org/resource/History_of_Kawaguchi,_Saitama http://dbpedia.org/resource/川口市"
"U6HC36KO","20","2","http://dbpedia.org/resource/Shiki,_Saitama http://dbpedia.org/resource/History_of_Shiki,_Saitama http://dbpedia.org/resource/Siki,_Saitama http://dbpedia.org/resource/Shiki,_Japan http://dbpedia.org/resource/Siki"
